type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
correct_false_5,unit_83,1,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Very conservative,Independent,Agree,Agree,35.43,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,19.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,32.07,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,81.62,0.0,pants-on-fire_doc9,the US is developing anantivirusâ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,https://fcw.com/articles/2010/05/13/us-issues-redesigned-rfid-green-cards.aspx,1.0,204.23
correct_false_5,unit_44,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Independent,Agree,Agree,33.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,78.41,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,87.93,4.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsï½,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,2.0,https://heavy.com/news/2020/02/italy-coronavirus/,1.0,267.45
correct_false_5,unit_82,1,19-25,Some college (etc.),"100,000 to less than 150,000",Liberal,Democrat,Disagree,Agree,31.08,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,20.34,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,18.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,31.31,7.0,pants-on-fire_doc9,the US is developing anantivirusï½ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,0.0,https://www.facebook.com/TheoHensleyMD/posts/949670632119618,1.0,131.22
correct_false_5,unit_63,1,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,24.75,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,25.98,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,44.75,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,38.28,2.0,pants-on-fire_doc3,Saysthere is noï½ COVID19 virus,Facebook User,2020-19-03,Facebook Post,0.0,pants-on-fire,2.0,https://economictimes.indiatimes.com/magazines/panache/is-covid-19-a-bioweapon-five-conspiracy-theories-around-coronavirus-that-will-shock-you/a-pandemic-that-sent-shockwaves/slideshow/74388518.cms,1.0,104.23
correct_false_5,unit_9,1,50-80,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Liberal,Democrat,Agree,No opinion either way,39.57,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,32.27,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.72,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,29.38,4.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,1.0,https://www.snopes.com/fact-check/does-covid-stand-for/,1.0,129.13
correct_false_5,unit_5,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Agree,Agree,29.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,21.83,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,22.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.63,7.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,1.0,https://checkyourfact.com/2020/03/26/fact-check-covid-19-chinese-originated-viral-infectious-disease/,1.0,171.05
correct_false_5,unit_85,1,19-25,Some college (etc.),"Less than 10,000",Very liberal,Democrat,Disagree,Agree,61.61,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,79.79,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,138.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,94.45,2.0,pants-on-fire_doc9,the US is developing anantivirusï½ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,0.0,https://www.youtube.com/watch?v=WNcHBWVMAls,1.0,273.9
correct_false_5,unit_98,1,50-80,Postgrad. or professional degree (etc.),"75,000 to less than 100,000",Moderate,Independent,Agree,No opinion either way,25.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,57.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,42.48,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,34.63,3.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,1.0,https://www.youtube.com/watch?v=zgbwbhOIYFI,1.0,164.11
correct_false_5,unit_69,1,50-80,Some college (etc.),"100,000 to less than 150,000",Moderate,Independent,Disagree,Agree,30.25,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,38.9,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,59.71,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,61.75,6.0,pants-on-fire_doc3,Saysthere is noâ COVID19 virus,Facebook User,2020-19-03,Facebook Post,0.0,pants-on-fire,0.0,https://www.factcheck.org/2020/03/infographic-on-facebook-distorts-comparative-facts-on-viruses/,1.0,649.15
correct_false_5,unit_99,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Disagree,30.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.33,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,14.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,14.69,6.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,1.0,https://www.snopes.com/fact-check/pope-francis-coronavirus/,1.0,93.33
correct_false_5,unit_1,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Independent,Agree,Agree,47.23,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,11.36,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,28.42,2.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,1.0,https://leadstories.com/hoax-alert/2020/03/Fact-Check-COVID-Does-NOT-Stand-For-Chinese-Originated-Viral-Infectious-Disease'.html,1.0,273.86
correct_true_5,unit_33,1,19-25,Some college (etc.),"100,000 to less than 150,000",Conservative,Republican,Agree,Agree,25.79,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,140.47,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,30.96,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,36.75,6.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,1.0,https://www.cnn.com/2020/03/09/europe/coronavirus-italy-lockdown-intl/index.html,1.0,127.57
correct_true_5,unit_30,3,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Independent,Disagree,No opinion either way,31.11,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,272.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,54.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,55.72,0.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown,1.0,
correct_true_5,unit_95,1,26-35,Some college (etc.),"50,000 to less than 75,000",Very liberal,Independent,Disagree,Agree,22.66,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,23.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,26.0,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,31.65,4.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,3.0,https://www.businessinsider.com/coronavirus-free-spectrum-internet-wifi-offer-student-households-promotion-2020-3,1.0,82.3
correct_true_5,unit_0,1,19-25,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Republican,No opinion either way,Agree,40.88,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,26.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,62.25,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,58.87,1.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,3.0,https://www.facebook.com/BenedictDonaldTrump/posts/229978415026380,1.0,88.53
correct_true_5,unit_48,1,26-35,Postgrad. or professional degree (etc.),"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,37.56,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,43.56,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,40.03,1.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,3.0,https://www.prevention.com/health/a30677242/can-face-mask-prevent-coronavirus/,1.0,231.86
correct_true_5,unit_90,1,0-18,Some college (etc.),"100,000 to less than 150,000",Very liberal,Independent,Disagree,Agree,19.98,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,35.37,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,14.24,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,24.94,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://www.wxii12.com/article/spectrum-to-offer-students-free-internet-amid-coronavirus-school-closures/31668603,1.0,196.14
correct_true_5,unit_92,1,19-25,Some college (etc.),"100,000 to less than 150,000",Very liberal,Democrat,Disagree,Agree,30.89,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.88,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,78.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,40.35,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://www.spectrum.com/browse/content/spectrum-internet-assist,1.0,188.81
correct_true_5,unit_7,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Very conservative,Democrat,No opinion either way,Agree,29.33,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,153.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,50.15,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,104.96,1.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://247sports.com/college/texas-tech/board/102960/Contents/why-did-trump-send-18-tons-of-medical-equipment-to-china-145529702/,1.0,132.04
correct_true_5,unit_45,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Republican,Agree,Agree,44.22,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,99.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,21.64,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,82.08,3.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.lehighvalleylive.com/coronavirus/2020/03/toomey-encourages-diy-masks-as-hands-free-sneeze-guard-to-prevent-coronavirus-spread.html,1.0,71.7
correct_true_5,unit_40,1,19-25,Some college (etc.),"150,000 or more",Conservative,Republican,No opinion either way,No opinion either way,24.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,18.18,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,13.42,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,15.52,5.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.livescience.com/are-face-masks-effective-reducing-coronavirus-spread.html,1.0,78.16
correct_true_5,unit_49,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Independent,No opinion either way,Agree,33.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,12.2,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,38.92,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,41.51,3.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.lehighvalleylive.com/coronavirus/2020/03/toomey-encourages-diy-masks-as-hands-free-sneeze-guard-to-prevent-coronavirus-spread.html,1.0,117.86
correct_true_5,unit_96,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Independent,No opinion either way,Agree,21.67,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,109.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,56.25,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,45.99,5.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,52.93
correct_true_5,unit_32,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Moderate,Republican,Agree,Disagree,21.52,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,29.92,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,27.61,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,60.82,0.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://www.cnbc.com/2020/03/09/italy-extends-its-quarantine-to-the-entire-country-pm-asks-residents-to-stay-at-home.html,1.0,213.4
correct_true_5,unit_89,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Independent,No opinion either way,No opinion either way,39.66,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,56.07,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,214.57,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,50.5,0.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,1.0,124.18
correct_true_5,unit_91,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Independent,Agree,Agree,76.7,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,77.49,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,44.7,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,43.94,0.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,4.0,https://www.syracuse.com/coronavirus/2020/03/coronavirus-spectrum-to-offer-free-high-speed-internet-to-households-with-students.html,1.0,455.85
correct_true_5,unit_93,1,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Democrat,Agree,Agree,65.89,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.54,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,16.48,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,29.35,4.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,181.5
correct_true_5,unit_42,1,19-25,Postgrad. or professional degree (etc.),"75,000 to less than 100,000",Very liberal,Democrat,Disagree,Agree,31.91,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,45.32,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,48.04,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,50.4,2.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover.html,1.0,162.17
correct_true_5,unit_31,1,50-80,Postgrad. or professional degree (etc.),"20,000 to less than 30,000",Very liberal,Democrat,Disagree,Agree,46.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,46.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,37.4,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,48.76,6.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown,1.0,144.02
correct_true_5,unit_4,1,19-25,High school graduate or GED (etc.),"50,000 to less than 75,000",Liberal,Independent,Agree,Agree,38.92,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,18.44,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.42,2.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://www.snopes.com/fact-check/us-tons-ppe-china/,1.0,179.73
correct_true_5,unit_35,2,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,98.99,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,76.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,63.46,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,44.07,4.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://blog.hubspot.com/marketing/common-logical-fallacies,4.0,54.27
correct_true_5,unit_46,1,36-50,Postgrad. or professional degree (etc.),"150,000 or more",Moderate,Democrat,Disagree,Agree,24.6,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,23.58,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,33.56,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.57,5.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.prevention.com/health/a30677242/can-face-mask-prevent-coronavirus/,2.0,609.24
correct_true_5,unit_80,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,32.08,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,43.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,34.26,4.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://medlineplus.gov/spanish/coronavirus/,2.0,47.41
correct_true_5,unit_39,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,No opinion either way,Agree,55.19,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,52.78,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,84.07,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.53,6.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://www.wantedinrome.com/news/coronavirus-whole-of-italy-goes-into-lock-down.html,1.0,108.23
correct_true_5,unit_86,1,36-50,4 year college/bachelor degree,"20,000 to less than 30,000",Very liberal,Something else,Disagree,Agree,32.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,14.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,40.54,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,20.99,0.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,5.0,https://www.thedailybeast.com/how-did-the-nba-push-through-58-coronavirus-tests-for-the-utah-jazz-when-almost-no-one-else-can-get-them,1.0,276.49
correct_true_5,unit_34,1,36-50,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,30.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,63.03,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,42.08,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,48.5,0.0,true_doc7,Whole of Italy goes into quarantine,Blog Post,10/3/2020,Bloggers,5.0,True,5.0,https://www.marketplace.org/2020/03/10/italy-lockdown-quarantine/,1.0,365.61
correct_true_5,unit_94,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,55.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.55,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,71.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,36.1,2.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.msn.com/en-us/news/technology/spectrum-to-offer-students-free-internet-amid-covid-19-school-closures/ar-BB11gv5h,1.0,229.25
correct_true_5,unit_8,1,26-35,Some college (etc.),"40,000 to less than 50,000",Moderate,Independent,No opinion either way,No opinion either way,15.51,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,43.71,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,29.41,0.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,2.0,https://www.theguardian.com/world/2020/feb/07/who-warns-global-shortage-face-masks-protective-suits-coronavirus,1.0,123.13
correct_true_5,unit_41,1,36-50,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Very conservative,Republican,Agree,Agree,63.0,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,38.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,43.88,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,36.83,4.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.lehighvalleylive.com/coronavirus/2020/03/toomey-encourages-diy-masks-as-hands-free-sneeze-guard-to-prevent-coronavirus-spread.html,1.0,225.5
correct_true_5,unit_2,1,26-35,"Postgrad. or professional schooling, no degree","30,000 to less than 40,000",Liberal,Democrat,Disagree,Agree,27.44,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,195.86,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,10.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,109.21,3.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://www.snopes.com/fact-check/us-tons-ppe-china/,1.0,123.07
correct_true_5,unit_87,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Republican,Agree,No opinion either way,38.68,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,39.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,19.46,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,83.23,5.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,2.0,https://www.worldometers.info/coronavirus/covid-19-testing/,2.0,225.47
